year,week,province,disease,cases
2020,50,11,asthma,29
2020,34,12,copd,255
2018,5,11,copd,84
2021,5,74,asthma,7
2020,16,11,ihd,29
2019,1,11,ihd,13
2019,48,10,ihd,7
2019,31,13,ihd,19
2018,14,12,asthma,11
2020,43,13,asthma,22
2021,15,73,asthma,4
2022,32,74,ihd,10
2018,15,10,copd,126
2020,26,10,ihd,156
2019,41,12,ihd,42
2020,53,12,asthma,1
2020,9,13,ihd,28
2020,44,11,copd,193
2018,24,11,asthma,56
2018,34,10,asthma,6
2019,51,11,ihd,64
2018,8,12,copd,194
2018,17,13,asthma,41
2020,31,73,copd,15
2020,40,74,asthma,3
2022,42,73,ihd,31
2022,10,10,asthma,49
2020,50,73,asthma,13
2019,44,13,ihd,10
2020,6,74,ihd,13
2018,18,11,copd,35
2020,34,74,copd,108
2021,9,13,copd,134
2018,14,74,asthma,4
2021,26,10,copd,119
2019,1,73,ihd,3
2022,3,12,asthma,42
2020,16,73,ihd,21
2018,5,73,copd,96
2018,24,73,asthma,61
2020,53,74,asthma,2
2021,1,11,ihd,75
2019,41,74,ihd,8
2022,4,10,copd,502
2022,13,11,asthma,26
2021,28,13,asthma,22
2021,19,12,copd,197
2021,45,10,asthma,41
2020,44,73,copd,239
2021,11,10,ihd,138
2021,29,11,copd,152
2020,44,13,copd,3
2019,9,11,asthma,7
2019,51,73,ihd,30
2018,8,74,copd,167
2021,38,12,asthma,1
2020,36,11,ihd,44
2021,48,11,asthma,19
2018,18,73,copd,41
2021,39,10,copd,3
2021,4,12,ihd,59
2019,19,10,asthma,27
2021,22,13,copd,21
2019,2,13,asthma,39
2021,35,73,asthma,1
2022,3,74,asthma,3
2020,46,10,ihd,160
2020,29,13,ihd,47
2018,18,13,copd,122
2018,35,10,copd,9
2019,3,11,copd,235
2019,12,12,asthma,20
2018,44,11,asthma,20
2020,39,12,ihd,87
2018,28,12,copd,189
2022,13,73,asthma,44
2021,1,73,ihd,39
2019,13,10,copd,780
2019,22,11,asthma,83
2018,37,13,asthma,19
2021,19,74,copd,99
2018,10,11,ihd,56
2018,3,13,ihd,28
2021,38,74,asthma,5
2021,29,73,copd,130
2022,13,13,asthma,4
2018,47,12,asthma,18
2019,9,73,asthma,6
2018,20,10,ihd,32
2020,49,11,ihd,10
2021,48,73,asthma,37
2021,4,74,ihd,6
2018,31,13,copd,64
2020,36,73,ihd,35
2022,14,11,copd,201
2022,23,12,asthma,30
2018,13,12,ihd,23
2018,48,10,copd,667
2022,7,13,copd,142
2018,44,73,asthma,22
2021,48,13,asthma,11
2019,12,74,asthma,5
2022,24,10,copd,555
2019,3,73,copd,305
2022,33,11,asthma,28
2021,39,12,copd,65
2022,26,13,asthma,20
2022,43,10,asthma,68
2018,28,74,copd,100
2021,14,13,ihd,36
2020,39,74,ihd,7
2021,49,11,copd,128
2022,17,12,copd,180
2021,31,10,ihd,59
2019,22,73,asthma,82
2018,10,73,ihd,41
2020,7,11,asthma,52
2020,49,73,ihd,7
2022,9,10,ihd,36
2019,22,13,asthma,4
2021,42,13,copd,138
2018,47,74,asthma,2
2021,24,12,ihd,53
2019,5,10,ihd,71
2022,23,74,asthma,11
2019,32,12,asthma,18
2022,14,73,copd,177
2020,49,13,ihd,31
2021,52,12,copd,116
2019,23,11,copd,173
2021,34,11,ihd,20
2018,13,74,ihd,8
2020,17,10,asthma,26
2019,42,11,asthma,68
2022,33,73,asthma,67
2019,16,13,copd,152
2018,48,12,copd,16
2019,33,10,copd,591
2018,1,13,copd,3
2021,39,74,copd,30
2019,26,12,copd,291
2019,35,13,asthma,46
2022,17,74,copd,139
2021,49,73,copd,131
2018,40,10,ihd,136
2019,52,10,asthma,37
2019,8,11,ihd,35
2018,23,13,ihd,21
2020,7,73,asthma,28
2021,24,74,ihd,13
2018,33,12,ihd,47
2019,18,10,ihd,44
2018,51,13,copd,214
2019,32,74,asthma,4
2021,34,73,ihd,24
2022,27,13,copd,152
2021,52,74,copd,86
2019,23,73,copd,238
2018,43,11,ihd,28
2022,9,12,ihd,44
2022,44,10,copd,379
2019,42,73,asthma,20
2018,48,74,copd,7
2022,19,11,ihd,75
2022,37,12,copd,173
2021,2,10,asthma,43
2022,46,13,asthma,51
2020,1,13,copd,87
2020,27,11,asthma,28
2019,26,74,copd,158
2019,8,73,ihd,57
2021,44,12,ihd,68
2022,12,13,ihd,35
2020,18,10,copd,99
2022,29,10,ihd,203
2022,47,11,copd,259
2020,37,10,asthma,29
2022,22,12,ihd,22
2018,33,74,ihd,11
2020,20,13,asthma,28
2020,11,12,copd,268
2019,18,12,ihd,48
2021,47,13,ihd,41
2019,36,13,copd,184
2022,9,74,ihd,12
2020,30,12,asthma,28
2020,3,10,ihd,144
2020,21,11,copd,171
2018,1,11,asthma,37
2018,43,73,ihd,37
2020,40,11,asthma,38
2019,28,11,ihd,50
2019,46,12,copd,195
2018,11,10,asthma,13
2020,31,10,copd,401
2022,37,74,copd,97
2020,14,13,copd,68
2022,19,73,ihd,25
2020,27,73,asthma,18
2019,21,13,ihd,23
2021,44,74,ihd,15
2018,4,12,asthma,28
2019,38,10,ihd,122
2022,47,73,copd,119
2018,5,10,copd,91
2022,22,74,ihd,10
2019,31,12,ihd,16
2020,11,74,copd,144
2019,18,74,ihd,8
2022,39,11,ihd,6
2018,1,73,asthma,25
2020,30,74,asthma,34
2021,22,10,asthma,18
2020,21,73,copd,213
2021,5,13,asthma,16
2021,15,12,asthma,4
2021,6,11,copd,177
2019,28,73,ihd,124
2019,46,74,copd,116
2022,49,10,ihd,36
2022,32,13,ihd,44
2020,40,73,asthma,28
2021,16,10,copd,388
2020,40,13,asthma,24
2021,25,11,asthma,35
2020,31,12,copd,22
2018,4,74,asthma,9
2022,42,12,ihd,87
2021,35,10,asthma,3
2020,23,10,ihd,138
2019,31,74,ihd,3
2022,52,11,ihd,6
2020,50,12,asthma,6
2020,6,13,ihd,45
2020,41,11,copd,224
2019,48,11,ihd,5
2022,39,73,ihd,9
2018,31,10,asthma,1
2020,51,10,copd,570
2020,34,13,copd,172
2018,14,13,asthma,39
2019,1,12,ihd,4
2018,5,12,copd,51
2020,16,12,ihd,49
2020,26,11,ihd,46
2021,6,73,copd,164
2020,53,13,asthma,29
2019,9,10,asthma,31
2019,41,13,ihd,33
2018,15,11,copd,186
2020,44,12,copd,60
2021,15,74,asthma,4
2018,24,12,asthma,12
2018,25,10,copd,128
2021,25,73,asthma,6
2018,34,11,asthma,2
2022,42,74,ihd,18
2018,8,13,copd,222
2020,36,10,ihd,34
2020,31,74,copd,6
2019,51,12,ihd,71
2018,44,10,asthma,27
2022,52,73,ihd,3
2022,1,10,copd,481
2020,50,74,asthma,9
2020,41,73,copd,193
2018,18,12,copd,39
2022,10,11,asthma,32
2019,1,74,ihd,2
2021,35,12,asthma,1
2021,26,11,copd,68
2018,5,74,copd,41
2022,3,13,asthma,19
2020,16,74,ihd,9
2019,48,73,ihd,1
2022,20,10,asthma,38
2018,24,74,asthma,60
2022,4,11,copd,212
2018,15,73,copd,139
2022,13,12,asthma,36
2021,45,11,asthma,40
2021,1,12,ihd,66
2021,19,13,copd,139
2021,36,10,copd,128
2020,26,73,ihd,33
2020,44,74,copd,95
2019,9,12,asthma,4
2021,29,12,copd,198
2021,11,11,ihd,59
2019,51,74,ihd,14
2021,38,13,asthma,2
2018,34,73,asthma,9
2021,21,10,ihd,133
2021,48,12,asthma,10
2019,10,10,copd,748
2020,36,12,ihd,37
2021,4,13,ihd,49
2018,18,74,copd,20
2021,39,11,copd,5
2022,10,73,asthma,33
2019,19,11,asthma,41
2021,26,73,copd,56
2019,29,10,asthma,28
2020,46,11,ihd,53
2021,35,74,asthma,5
2019,3,12,copd,308
2019,12,13,asthma,38
2018,44,12,asthma,5
2020,39,13,ihd,45
2019,22,12,asthma,23
2018,10,12,ihd,51
2018,28,13,copd,140
2019,13,11,copd,240
2022,13,74,asthma,6
2022,4,73,copd,162
2018,45,10,copd,678
2021,1,74,ihd,11
2021,45,73,asthma,39
2018,47,13,asthma,43
2021,11,73,ihd,44
2020,49,12,ihd,6
2018,20,11,ihd,35
2019,9,74,asthma,2
2021,29,74,copd,119
2018,13,13,ihd,34
2019,19,73,asthma,43
2018,30,10,ihd,25
2020,36,74,ihd,13
2022,23,13,asthma,28
2022,40,10,asthma,41
2021,48,74,asthma,3
2018,48,11,copd,200
2021,39,73,copd,4
2022,14,12,copd,168
2019,3,74,copd,146
2022,6,10,ihd,207
2018,44,74,asthma,1
2018,35,73,copd,3
2022,24,11,copd,213
2021,39,13,copd,42
2022,33,12,asthma,41
2020,46,73,ihd,43
2021,31,11,ihd,46
2022,43,11,asthma,39
2021,49,12,copd,127
2019,13,73,copd,263
2022,17,13,copd,144
2019,22,74,asthma,12
2020,14,10,asthma,25
2022,34,10,copd,521
2018,10,74,ihd,20
2020,7,12,asthma,43
2021,41,10,ihd,196
2022,9,11,ihd,10
2018,20,73,ihd,61
2020,49,74,ihd,3
2021,24,13,ihd,32
2022,14,74,copd,78
2018,48,73,copd,268
2021,52,13,copd,114
2019,32,13,asthma,51
2020,8,10,copd,605
2021,34,12,ihd,49
2019,49,10,asthma,31
2020,17,11,asthma,50
2019,5,11,ihd,9
2019,23,12,copd,246
2019,15,10,ihd,118
2018,48,13,copd,10
2022,33,74,asthma,13
2019,42,12,asthma,20
2019,33,11,copd,195
2020,27,10,asthma,8
2022,24,73,copd,177
2021,31,73,ihd,18
2018,40,11,ihd,48
2022,43,73,asthma,43
2019,26,13,copd,252
2019,8,12,ihd,38
2021,49,74,copd,61
2019,43,10,copd,536
2019,52,11,asthma,60
2019,18,11,ihd,14
2018,50,10,ihd,124
2018,33,13,ihd,21
2022,9,73,ihd,9
2020,7,74,asthma,4
2022,9,13,ihd,28
2022,26,10,ihd,62
2022,44,11,copd,162
2018,43,12,ihd,59
2019,5,73,ihd,17
2020,17,73,asthma,43
2021,34,74,ihd,8
2019,23,74,copd,79
2019,33,73,copd,149
2022,37,13,copd,172
2019,42,74,asthma,10
2022,19,12,ihd,57
2021,2,11,asthma,43
2019,52,73,asthma,74
2020,18,11,copd,44
2022,47,12,copd,208
2022,29,11,ihd,76
2020,27,12,asthma,23
2018,40,73,ihd,45
2021,44,13,ihd,52
2021,12,10,asthma,20
2019,8,74,ihd,13
2022,39,10,ihd,164
2020,37,11,asthma,38
2022,22,13,ihd,20
2020,11,13,copd,178
2020,28,10,copd,390
2019,18,73,ihd,88
2020,30,13,asthma,43
2020,21,12,copd,235
2020,47,10,asthma,20
2018,43,74,ihd,9
2020,3,11,ihd,53
2022,44,73,copd,81
2018,1,12,asthma,14
2019,35,10,ihd,11
2019,18,13,ihd,11
2020,31,11,copd,123
2020,13,10,ihd,126
2018,2,10,copd,173
2019,46,13,copd,200
2021,2,73,asthma,45
2022,19,74,ihd,18
2020,40,12,asthma,24
2019,28,12,ihd,60
2018,11,11,asthma,51
2020,18,73,copd,34
2019,38,11,ihd,53
2022,29,73,ihd,38
2020,27,74,asthma,2
2018,21,10,asthma,3
2022,47,74,copd,130
2018,4,13,asthma,27
2019,48,10,ihd,146
2019,31,13,ihd,19
2018,5,11,copd,92
2020,37,73,asthma,27
2022,39,12,ihd,14
2021,13,10,copd,169
2020,21,74,copd,114
2018,1,74,asthma,6
2020,3,73,ihd,53
2021,22,11,asthma,26
2021,6,12,copd,190
2020,31,73,copd,158
2022,49,11,ihd,30
2018,11,73,asthma,14
2021,15,13,asthma,2
2021,32,10,asthma,33
2019,28,74,ihd,15
2020,40,74,asthma,1
2021,25,12,asthma,50
2021,16,11,copd,211
2022,42,13,ihd,48
2019,38,73,ihd,50
2020,31,13,copd,20
2020,50,13,asthma,23
2022,52,12,ihd,12
2021,35,11,asthma,7
2018,5,73,copd,168
2020,23,11,ihd,46
2019,6,10,asthma,57
2020,41,12,copd,71
2021,26,10,copd,211
2020,33,10,ihd,172
2018,22,10,copd,26
2018,31,11,asthma,2
2020,16,13,ihd,30
2018,5,13,copd,86
2021,22,73,asthma,6
2020,51,11,copd,191
2022,39,74,ihd,2
2019,1,13,ihd,1
2020,26,12,ihd,66
2021,6,74,copd,84
2018,41,10,asthma,77
2018,24,13,asthma,73
2018,15,12,copd,156
2020,44,13,copd,205
2019,9,11,asthma,72
2022,49,73,ihd,2
2018,25,11,copd,185
2021,16,73,copd,162
2021,25,74,asthma,6
2018,7,10,ihd,42
2020,36,11,ihd,17
2018,34,12,asthma,14
2019,51,13,ihd,40
2018,35,10,copd,121
2018,18,13,copd,45
2018,44,11,asthma,40
2022,52,74,ihd,2
2020,23,73,ihd,41
2022,10,12,asthma,29
2022,1,11,copd,162
2020,41,74,copd,126
2022,20,11,asthma,27
2018,31,73,asthma,11
2022,11,10,copd,545
2020,51,73,copd,216
2021,35,13,asthma,1
2021,26,12,copd,70
2018,15,74,copd,115
2019,9,73,asthma,59
2021,45,12,asthma,44
2022,30,10,asthma,46
2021,18,10,ihd,131
2020,26,74,ihd,11
2021,36,11,copd,20
2022,4,12,copd,153
2021,1,13,ihd,45
2022,13,13,asthma,23
2020,36,73,ihd,19
2021,46,10,copd,508
2019,9,13,asthma,30
2018,25,73,copd,201
2021,11,12,ihd,74
2021,29,13,copd,221
2018,34,74,asthma,2
2018,44,73,asthma,5
2021,48,13,asthma,7
2021,39,12,copd,10
2020,4,10,asthma,42
2021,21,11,ihd,45
2019,10,11,copd,223
2022,1,73,copd,127
2020,36,13,ihd,27
2022,10,74,asthma,7
2019,19,12,asthma,14
2019,29,11,asthma,40
2021,26,74,copd,42
2020,46,12,ihd,32
2018,35,12,copd,3
2019,3,13,copd,173
2018,44,13,asthma,29
2022,20,73,asthma,20
2019,20,10,copd,679
2019,39,10,asthma,19
2018,27,10,ihd,29
2021,36,73,copd,17
2019,13,12,copd,267
2018,45,11,copd,242
2021,45,74,asthma,6
2019,22,13,asthma,31
2022,4,74,copd,99
2018,10,13,ihd,31
2021,11,74,ihd,19
2020,49,13,ihd,5
2018,20,12,ihd,27
2019,5,10,ihd,110
2022,31,10,copd,506
2022,14,13,copd,136
2021,39,74,copd,21
2022,40,11,asthma,38
2018,48,12,copd,300
2019,19,74,asthma,4
2019,10,73,copd,279
2018,30,11,ihd,26
2021,21,73,ihd,24
2020,46,74,ihd,16
2019,29,73,asthma,24
2018,35,74,copd,4
2022,33,13,asthma,28
2022,6,11,ihd,76
2022,50,10,asthma,4
2022,24,12,copd,188
2022,43,12,asthma,33
2021,31,12,ihd,59
2021,49,13,copd,119
2019,13,74,copd,145
2018,45,73,copd,259
2020,14,11,asthma,27
2022,16,10,ihd,170
2020,5,10,copd,43
2022,34,11,copd,179
2020,24,10,asthma,36
2021,41,11,ihd,85
2018,20,74,ihd,12
2022,44,10,copd,94
2020,7,13,asthma,38
2022,9,12,ihd,6
2020,17,12,asthma,39
2020,8,11,copd,214
2021,51,10,ihd,190
2019,23,13,copd,214
2019,5,12,ihd,22
2018,30,73,ihd,155
2022,40,73,asthma,79
2019,49,11,asthma,51
2018,48,74,copd,155
2019,40,10,copd,502
2021,34,13,ihd,35
2022,6,73,ihd,57
2020,18,10,copd,523
2019,15,11,ihd,32
2020,27,11,asthma,13
2019,42,13,asthma,34
2019,33,12,copd,164
2022,24,74,copd,69
2019,8,13,ihd,31
2021,31,74,ihd,12
2019,25,10,ihd,136
2022,34,73,copd,188
2022,43,74,asthma,10
2018,40,12,ihd,107
2020,14,73,asthma,8
2019,52,12,asthma,8
2019,43,11,copd,225
2018,50,11,ihd,36
2019,18,12,ihd,20
2022,9,74,ihd,3
2021,41,73,ihd,34
2023,1,10,ihd,2
2019,5,74,ihd,4
2022,44,12,copd,126
2021,9,10,asthma,14
2020,17,74,asthma,10
2018,43,13,ihd,25
2022,26,11,ihd,18
2020,8,73,copd,226
2019,49,73,asthma,28
2022,19,13,ihd,49
2022,36,10,ihd,188
2019,33,74,copd,86
2020,27,73,asthma,26
2021,2,12,asthma,55
2019,15,73,ihd,113
2020,18,12,copd,59
2019,52,74,asthma,3
2019,43,73,copd,223
2022,29,12,ihd,89
2021,3,10,copd,501
2022,47,13,copd,208
2018,40,74,ihd,16
2020,27,13,asthma,15
2021,12,11,asthma,42
2020,37,12,asthma,30
2018,50,73,ihd,141
2022,39,11,ihd,71
2021,22,10,asthma,6
2020,28,11,copd,195
2019,18,74,ihd,4
2020,10,10,ihd,150
2018,18,10,asthma,10
2020,21,13,copd,179
2020,3,12,ihd,54
2018,1,13,asthma,45
2020,47,11,asthma,42
2022,44,74,copd,74
2022,26,73,ihd,8
2021,53,10,copd,75
2020,38,10,copd,518
2020,13,11,ihd,46
2018,11,12,asthma,8
2019,28,13,ihd,20
2021,2,74,asthma,6
2018,2,11,copd,232
2019,45,10,ihd,128
2020,40,13,asthma,22
2020,31,12,copd,154
2018,12,10,copd,150
2022,29,74,ihd,10
2021,12,73,asthma,20
2020,18,74,copd,22
2018,21,11,asthma,52
2019,38,12,ihd,47
2022,39,73,ihd,30
2018,5,12,copd,78
2019,48,11,ihd,74
2020,28,73,copd,139
2020,37,74,asthma,7
2018,31,10,asthma,2
2022,7,10,asthma,31
2021,22,12,asthma,15
2022,39,13,ihd,4
2020,47,73,asthma,26
2021,13,11,copd,85
2020,3,74,ihd,17
2021,23,10,copd,407
2018,11,74,asthma,6
2020,13,73,ihd,37
2021,32,11,asthma,37
2022,49,12,ihd,33
2020,31,74,copd,82
2021,6,13,copd,152
2018,2,73,copd,285
2021,25,13,asthma,24
2021,16,12,copd,287
2018,21,73,asthma,10
2019,38,74,ihd,10
2021,42,10,asthma,15
2021,8,10,ihd,121
2019,48,73,ihd,42
2018,5,74,copd,69
2020,23,12,ihd,63
2022,52,13,ihd,29
2021,35,12,asthma,9
2021,26,11,copd,80
2019,6,11,asthma,73
2020,41,13,copd,165
2018,31,12,asthma,8
2018,22,11,copd,53
2020,33,11,ihd,44
2020,51,12,copd,68
2019,48,13,ihd,2
2021,22,74,asthma,7
2021,13,73,copd,76
2019,16,10,asthma,36
2020,26,13,ihd,46
2021,32,73,asthma,3
2018,32,10,copd,117
2020,43,10,ihd,140
2019,9,12,asthma,6
2018,41,11,asthma,66
2018,15,13,copd,154
2022,49,74,ihd,11
2018,7,11,ihd,23
2021,16,74,copd,124
2018,51,10,asthma,38
2018,25,12,copd,155
2018,34,13,asthma,57
2022,17,11,asthma,2
2020,36,12,ihd,10
2021,26,73,copd,110
2020,23,74,ihd,7
2018,44,12,asthma,8
2018,35,11,copd,25
2018,17,10,ihd,34
2019,6,73,asthma,69
2022,27,10,asthma,48
2021,35,74,asthma,1
2022,1,12,copd,154
2022,10,13,asthma,25
2020,51,74,copd,131
2022,11,11,copd,184
2021,26,13,copd,66
2022,20,12,asthma,31
2020,33,73,ihd,44
2018,22,73,copd,66
2018,31,74,asthma,5
2021,45,13,asthma,25
2022,4,13,copd,181
2021,36,12,copd,55
2021,18,11,ihd,56
2018,41,73,asthma,11
2022,30,11,asthma,34
2019,9,74,asthma,7
2022,21,10,copd,577
2020,1,10,asthma,9
2021,11,13,ihd,55
2021,28,10,ihd,107
2021,46,11,copd,170
2018,7,73,ihd,134
2018,25,74,copd,86
2020,36,74,ihd,1
2019,10,12,copd,289
2022,1,74,copd,103
2021,39,13,copd,9
2019,36,10,asthma,33
2020,4,11,asthma,61
2018,44,74,asthma,4
2019,19,13,asthma,23
2018,35,73,copd,138
2021,21,12,ihd,62
2022,20,74,asthma,10
2019,29,12,asthma,20
2020,46,13,ihd,41
2019,20,11,copd,239
2019,2,10,ihd,196
2020,14,10,asthma,18
2022,11,73,copd,206
2018,35,13,copd,1
2018,27,11,ihd,30
2019,30,10,copd,669
2019,39,11,asthma,70
2022,30,73,asthma,42
2018,45,12,copd,305
2019,13,13,copd,209
2021,36,74,copd,52
2021,18,73,ihd,27
2019,5,11,ihd,23
2018,20,13,ihd,27
2018,37,10,ihd,1
2021,46,73,copd,147
2022,31,11,copd,187
2022,40,12,asthma,44
2019,10,74,copd,143
2022,13,10,ihd,57
2021,21,74,ihd,11
2018,30,12,ihd,54
2018,48,13,copd,164
2020,4,73,asthma,52
2022,41,10,copd,460
2019,29,74,asthma,6
2022,50,11,asthma,4
2022,24,13,copd,155
2019,20,73,copd,374
2022,6,12,ihd,85
2022,34,12,copd,142
2022,16,11,ihd,69
2018,27,73,ihd,174
2019,39,73,asthma,9
2018,45,74,copd,163
2021,48,10,ihd,154
2020,5,11,copd,13
2021,31,13,ihd,27
2022,43,13,asthma,39
2020,14,12,asthma,20
2021,41,12,ihd,86
2020,15,10,copd,596
2022,9,13,ihd,14
2019,5,73,ihd,119
2022,26,10,ihd,120
2022,44,11,copd,55
2020,24,11,asthma,49
2019,5,13,ihd,14
2020,34,10,asthma,55
2020,17,13,asthma,21
2019,49,12,asthma,11
2020,8,12,copd,301
2018,30,74,ihd,11
2021,51,11,ihd,62
2019,22,10,ihd,22
2022,40,74,asthma,10
2022,31,73,copd,196
2019,40,11,copd,159
2019,15,12,ihd,48
2022,50,73,asthma,8
2019,50,10,copd,581
2019,33,13,copd,142
2020,27,12,asthma,23
2022,6,74,ihd,12
2020,18,11,copd,144
2019,25,11,ihd,51
2018,8,10,asthma,10
2020,5,73,copd,17
2019,43,12,copd,234
2020,14,74,asthma,2
2022,34,74,copd,100
2018,40,13,ihd,29
2019,52,13,asthma,41
2022,16,73,ihd,26
2020,24,73,asthma,29
2021,41,74,ihd,16
2018,50,12,ihd,44
2019,35,10,ihd,154
2023,1,11,ihd,4
2019,18,13,ihd,8
2022,44,73,copd,92
2019,49,74,asthma,4
2020,8,74,copd,129
2019,40,73,copd,166
2021,51,73,ihd,53
2021,9,11,asthma,39
2022,44,13,copd,140
2022,26,12,ihd,13
2021,2,13,asthma,32
2021,19,10,asthma,33
2022,36,11,ihd,70
2020,18,73,copd,200
2020,27,74,asthma,6
2019,15,74,ihd,7
2019,43,74,copd,124
2020,44,11,asthma,2
2020,18,13,copd,72
2022,29,13,ihd,43
2021,3,11,copd,193
2021,12,12,asthma,39
2019,25,73,ihd,120
2022,46,10,ihd,118
2020,10,11,ihd,59
2020,28,12,copd,145
2020,37,13,asthma,24
2018,50,74,ihd,6
2021,13,10,copd,293
2021,22,11,asthma,11
2022,39,12,ihd,84
2018,9,10,copd,52
2019,35,12,ihd,4
2020,47,12,asthma,3
2018,18,11,asthma,40
2020,20,10,ihd,132
2021,53,11,copd,16
2021,9,73,asthma,5
2022,26,74,ihd,6
2020,38,11,copd,152
2020,3,13,ihd,47
2020,13,12,ihd,66
2020,31,13,copd,120
2020,48,10,copd,598
2018,11,13,asthma,41
2019,45,11,ihd,59
2018,2,12,copd,179
2022,36,73,ihd,15
2018,28,10,asthma,12
2021,12,74,asthma,10
2019,38,13,ihd,29
2018,21,12,asthma,17
2021,3,73,copd,218
2018,12,11,copd,194
2018,22,10,copd,98
2018,31,11,asthma,6
2020,10,73,ihd,48
2019,48,12,ihd,61
2022,39,74,ihd,13
2020,28,74,copd,97
2021,22,73,asthma,1
2018,5,13,copd,75
2021,53,73,copd,15
2020,38,73,copd,210
2020,47,74,asthma,5
2021,39,10,asthma,7
2021,13,12,copd,92
2022,7,11,asthma,22
2018,18,73,asthma,15
2021,22,13,asthma,11
2021,5,10,ihd,161
2020,13,74,ihd,10
2021,32,12,asthma,34
2018,2,74,copd,124
2022,17,10,asthma,34
2019,45,73,ihd,45
2021,23,11,copd,204
2022,49,13,ihd,25
2021,16,13,copd,228
2018,12,73,copd,188
2021,42,11,asthma,47
2021,33,10,copd,210
2018,21,74,asthma,4
2021,35,13,asthma,12
2019,6,12,asthma,21
2021,8,11,ihd,52
2018,31,73,asthma,5
2021,26,12,copd,100
2020,40,10,ihd,75
2020,23,13,ihd,32
2021,52,10,asthma,27
2019,48,74,ihd,6
2020,33,12,ihd,68
2018,48,10,asthma,2
2018,31,13,asthma,32
2020,51,13,copd,174
2021,13,74,copd,70
2018,1,11,asthma,1
2019,16,11,asthma,40
2018,22,12,copd,39
2019,7,10,copd,823
2022,7,73,asthma,81
2019,26,10,asthma,37
2020,43,11,ihd,44
2018,32,11,copd,40
2021,23,73,copd,143
2019,9,13,asthma,29
2021,32,74,asthma,10
2018,14,10,ihd,27
2018,41,12,asthma,21
2020,36,13,ihd,13
2021,42,73,asthma,24
2018,51,11,asthma,83
2018,7,12,ihd,44
2020,53,10,ihd,59
2018,25,13,copd,219
2018,42,10,copd,621
2022,1,13,copd,134
2018,35,12,copd,133
2022,27,11,asthma,38
2018,17,11,ihd,21
2021,8,73,ihd,28
2019,6,74,asthma,8
2022,18,10,copd,472
2018,44,13,asthma,23
2021,26,74,copd,59
2020,33,74,ihd,14
2022,20,13,asthma,28
2018,22,74,copd,40
2018,1,73,asthma,1
2022,11,12,copd,147
2022,37,10,asthma,40
2019,16,73,asthma,52
2021,18,12,ihd,67
2020,43,73,ihd,57
2020,1,11,asthma,18
2022,21,11,copd,211
2022,3,10,ihd,214
2021,36,13,copd,46
2022,30,12,asthma,23
2018,32,73,copd,164
2018,41,74,asthma,4
2021,46,12,copd,172
2018,51,73,asthma,85
2022,17,74,asthma,3
2018,7,74,ihd,16
2021,28,11,ihd,45
2020,11,10,asthma,43
2019,10,13,copd,225
2018,35,74,copd,90
2019,27,10,copd,590
2019,36,11,asthma,82
2020,4,12,asthma,16
2022,27,73,asthma,27
2021,21,13,ihd,30
2018,17,73,ihd,55
2021,38,10,ihd,8
2020,5,10,copd,557
2019,29,13,asthma,42
2019,46,10,asthma,36
2019,20,12,copd,326
2019,2,11,ihd,61
2020,14,11,asthma,16
2022,11,74,copd,109
2020,1,73,asthma,10
2019,30,11,copd,201
2019,12,10,ihd,178
2018,27,12,ihd,63
2022,30,74,asthma,10
2022,21,73,copd,164
2018,45,13,copd,215
2019,39,12,asthma,20
2021,18,74,ihd,10
2021,46,74,copd,98
2021,28,73,ihd,24
2019,40,10,copd,107
2019,5,12,ihd,39
2018,47,10,ihd,160
2022,31,12,copd,191
2022,13,11,ihd,12
2022,40,13,asthma,34
2018,30,13,ihd,28
2020,4,74,asthma,6
2019,36,73,asthma,38
2020,14,73,asthma,27
2019,20,74,copd,176
2022,23,10,ihd,202
2022,41,11,copd,175
2022,6,13,ihd,43
2019,2,73,ihd,131
2022,50,12,asthma,13
2022,34,13,copd,170
2020,5,12,copd,30
2019,39,74,asthma,9
2020,14,13,asthma,19
2018,27,74,ihd,18
2022,16,12,ihd,74
2019,30,73,copd,153
2022,51,10,copd,106
2020,31,10,asthma,2
2021,48,11,ihd,40
2019,5,74,ihd,13
2020,24,12,asthma,36
2021,41,13,ihd,38
2022,26,11,ihd,49
2018,37,73,ihd,1
2020,15,11,copd,172
2022,44,12,copd,41
